Năm,Tháng,Nhóm hàng,Chỉ số tiêu dùng
2004,7,Thiết bị và đồ dùng gia đình,100.50
2004,7,Thuốc và dịch vụ y tế,101.00
2004,7,Thực phẩm,100.70
2004,7,Trong đó: Dịch vụ giáo dục,
2004,7,Trong đó: Dịch vụ y tế,
2004,7,"Văn hóa, giải trí và du lịch",99.80
2004,7,Ăn uống ngoài gia đình,
2004,7,Đồ uống và thuốc lá,100.20
2004,8,Bưu chính viễn thông,
2004,8,Chỉ số giá tiêu dùng,100.60
2004,8,Chỉ số giá vàng,100.40
2004,8,Chỉ số đô la Mỹ,100.10
2004,8,Giao thông,
2004,8,Giáo dục,100.40
2004,8,Hàng hoá và dịch vụ khác,100.40
2004,8,Hàng ăn và dịch vụ ăn uống,100.70
2004,8,Lương thực,100.80
2004,8,"May mặc, mũ nón, giày dép",100.40
2004,8,Nhà ở và vật liệu xây dựng,100.60
2004,8,"Phương tiện đi lại, bưu điện",100.00
2004,8,Thiết bị và đồ dùng gia đình,100.40
2004,8,Thuốc và dịch vụ y tế,100.80
2004,8,Thực phẩm,100.80
2004,8,Trong đó: Dịch vụ giáo dục,
2004,8,Trong đó: Dịch vụ y tế,
2004,8,"Văn hóa, giải trí và du lịch",99.90
2004,8,Ăn uống ngoài gia đình,
2004,8,Đồ uống và thuốc lá,100.40
2004,9,Bưu chính viễn thông,
2004,9,Chỉ số giá tiêu dùng,100.30
2004,9,Chỉ số giá vàng,101.50
2004,9,Chỉ số đô la Mỹ,100.10
2004,9,Giao thông,
2004,9,Giáo dục,100.40
2004,9,Hàng hoá và dịch vụ khác,100.30
2004,9,Hàng ăn và dịch vụ ăn uống,100.40
2004,9,Lương thực,100.40
2004,9,"May mặc, mũ nón, giày dép",100.50
2004,9,Nhà ở và vật liệu xây dựng,100.50
2004,9,"Phương tiện đi lại, bưu điện",100.10
2004,9,Thiết bị và đồ dùng gia đình,100.30
2004,9,Thuốc và dịch vụ y tế,100.10
2004,9,Thực phẩm,100.40
2004,9,Trong đó: Dịch vụ giáo dục,
2004,9,Trong đó: Dịch vụ y tế,
2004,9,"Văn hóa, giải trí và du lịch",99.90
2004,9,Ăn uống ngoài gia đình,
2004,9,Đồ uống và thuốc lá,100.40
2004,10,Bưu chính viễn thông,
2004,10,Chỉ số giá tiêu dùng,100.00
2004,10,Chỉ số giá vàng,101.70
2004,10,Chỉ số đô la Mỹ,100.00
2004,10,Giao thông,
2004,10,Giáo dục,100.30
2004,10,Hàng hoá và dịch vụ khác,100.40
2004,10,Hàng ăn và dịch vụ ăn uống,99.80
2004,10,Lương thực,99.80
2004,10,"May mặc, mũ nón, giày dép",100.20
2004,10,Nhà ở và vật liệu xây dựng,100.50
2004,10,"Phương tiện đi lại, bưu điện",100.10
2004,10,Thiết bị và đồ dùng gia đình,100.40
2004,10,Thuốc và dịch vụ y tế,100.20
2004,10,Thực phẩm,99.80
2004,10,Trong đó: Dịch vụ giáo dục,
2004,10,Trong đó: Dịch vụ y tế,
2004,10,"Văn hóa, giải trí và du lịch",99.60
2004,10,Ăn uống ngoài gia đình,
2004,10,Đồ uống và thuốc lá,100.00
2004,11,Bưu chính viễn thông,
2004,11,Chỉ số giá tiêu dùng,100.20
2004,11,Chỉ số giá vàng,103.20
2004,11,Chỉ số đô la Mỹ,100.00
2004,11,Giao thông,
2004,11,Giáo dục,99.70
2004,11,Hàng hoá và dịch vụ khác,100.10
2004,11,Hàng ăn và dịch vụ ăn uống,100.00
2004,11,Lương thực,100.70
2004,11,"May mặc, mũ nón, giày dép",100.20
2004,11,Nhà ở và vật liệu xây dựng,100.50
2004,11,"Phương tiện đi lại, bưu điện",101.20
2004,11,Thiết bị và đồ dùng gia đình,100.10
2004,11,Thuốc và dịch vụ y tế,100.10
2004,11,Thực phẩm,99.70
2004,11,Trong đó: Dịch vụ giáo dục,
2004,11,Trong đó: Dịch vụ y tế,
2004,11,"Văn hóa, giải trí và du lịch",100.00
2004,11,Ăn uống ngoài gia đình,
2004,11,Đồ uống và thuốc lá,100.00
2004,12,Bưu chính viễn thông,
2004,12,Chỉ số giá tiêu dùng,100.60
2004,12,Chỉ số giá vàng,104.90
2004,12,Chỉ số đô la Mỹ,100.10
2004,12,Giao thông,
2004,12,Giáo dục,100.10
2004,12,Hàng hoá và dịch vụ khác,101.00
2004,12,Hàng ăn và dịch vụ ăn uống,100.70
2004,12,Lương thực,101.10
2004,12,"May mặc, mũ nón, giày dép",100.50
2004,12,Nhà ở và vật liệu xây dựng,100.50
2004,12,"Phương tiện đi lại, bưu điện",100.40
2004,12,Thiết bị và đồ dùng gia đình,100.30
2004,12,Thuốc và dịch vụ y tế,100.10
2004,12,Thực phẩm,100.70
2004,12,Trong đó: Dịch vụ giáo dục,
2004,12,Trong đó: Dịch vụ y tế,
2004,12,"Văn hóa, giải trí và du lịch",100.10
2004,12,Ăn uống ngoài gia đình,
2004,12,Đồ uống và thuốc lá,100.30
2005,1,Bưu chính viễn thông,
2005,1,Chỉ số giá tiêu dùng,101.10
2005,1,Chỉ số giá vàng,98.00
2005,1,Chỉ số đô la Mỹ,100.00
2005,1,Giao thông,
2005,1,Giáo dục,100.10
2005,1,Hàng hoá và dịch vụ khác,100.90
2005,1,Hàng ăn và dịch vụ ăn uống,101.70
2005,1,Lương thực,101.40
2005,1,"May mặc, mũ nón, giày dép",100.70
2005,1,Nhà ở và vật liệu xây dựng,100.30
2005,1,"Phương tiện đi lại, bưu điện",100.30
2005,1,Thiết bị và đồ dùng gia đình,100.80
2005,1,Thuốc và dịch vụ y tế,100.40
2005,1,Thực phẩm,101.90
2005,1,Trong đó: Dịch vụ giáo dục,
2005,1,Trong đó: Dịch vụ y tế,
2005,1,"Văn hóa, giải trí và du lịch",100.30
2005,1,Ăn uống ngoài gia đình,
2005,1,Đồ uống và thuốc lá,100.80
2005,2,Bưu chính viễn thông,
2005,2,Chỉ số giá tiêu dùng,102.50
2005,2,Chỉ số giá vàng,98.20
2005,2,Chỉ số đô la Mỹ,100.10
2005,2,Giao thông,
2005,2,Giáo dục,100.00
2005,2,Hàng hoá và dịch vụ khác,101.60
2005,2,Hàng ăn và dịch vụ ăn uống,104.10
2005,2,Lương thực,102.50
2005,2,"May mặc, mũ nón, giày dép",100.50
2005,2,Nhà ở và vật liệu xây dựng,100.40
2005,2,"Phương tiện đi lại, bưu điện",100.80
2005,2,Thiết bị và đồ dùng gia đình,100.40
2005,2,Thuốc và dịch vụ y tế,100.40
2005,2,Thực phẩm,104.30
2005,2,Trong đó: Dịch vụ giáo dục,
2005,2,Trong đó: Dịch vụ y tế,
2005,2,"Văn hóa, giải trí và du lịch",101.70
2005,2,Ăn uống ngoài gia đình,
2005,2,Đồ uống và thuốc lá,101.70
2005,3,Bưu chính viễn thông,
2005,3,Chỉ số giá tiêu dùng,100.10
2005,3,Chỉ số giá vàng,102.00
2005,3,Chỉ số đô la Mỹ,100.00
2005,3,Giao thông,
2005,3,Giáo dục,100.10
2005,3,Hàng hoá và dịch vụ khác,99.50
2005,3,Hàng ăn và dịch vụ ăn uống,100.20
2005,3,Lương thực,101.00
2005,3,"May mặc, mũ nón, giày dép",99.80
2005,3,Nhà ở và vật liệu xây dựng,100.40
2005,3,"Phương tiện đi lại, bưu điện",99.70
2005,3,Thiết bị và đồ dùng gia đình,100.20
2005,3,Thuốc và dịch vụ y tế,100.30
2005,3,Thực phẩm,100.00
2005,3,Trong đó: Dịch vụ giáo dục,
2005,3,Trong đó: Dịch vụ y tế,
2005,3,"Văn hóa, giải trí và du lịch",99.40
2005,3,Ăn uống ngoài gia đình,
2005,3,Đồ uống và thuốc lá,99.80
2005,4,Bưu chính viễn thông,
2005,4,Chỉ số giá tiêu dùng,100.60
2005,4,Chỉ số giá vàng,99.20
2005,4,Chỉ số đô la Mỹ,100.10
2005,4,Giao thông,
2005,4,Giáo dục,100.20
2005,4,Hàng hoá và dịch vụ khác,100.20
2005,4,Hàng ăn và dịch vụ ăn uống,100.50
2005,4,Lương thực,100.50
2005,4,"May mặc, mũ nón, giày dép",100.30
2005,4,Nhà ở và vật liệu xây dựng,101.10
2005,4,"Phương tiện đi lại, bưu điện",101.50
2005,4,Thiết bị và đồ dùng gia đình,100.40
2005,4,Thuốc và dịch vụ y tế,100.60
2005,4,Thực phẩm,100.50
2005,4,Trong đó: Dịch vụ giáo dục,
2005,4,Trong đó: Dịch vụ y tế,
2005,4,"Văn hóa, giải trí và du lịch",99.90
2005,4,Ăn uống ngoài gia đình,
2005,4,Đồ uống và thuốc lá,100.20
2005,5,Bưu chính viễn thông,
2005,5,Chỉ số giá tiêu dùng,100.50
2005,5,Chỉ số giá vàng,99.80
2005,5,Chỉ số đô la Mỹ,100.10
2005,5,Giao thông,
2005,5,Giáo dục,100.10
2005,5,Hàng hoá và dịch vụ khác,100.40
2005,5,Hàng ăn và dịch vụ ăn uống,100.60
2005,5,Lương thực,100.20
2005,5,"May mặc, mũ nón, giày dép",100.40
2005,5,Nhà ở và vật liệu xây dựng,100.80
2005,5,"Phương tiện đi lại, bưu điện",100.40
2005,5,Thiết bị và đồ dùng gia đình,100.30
2005,5,Thuốc và dịch vụ y tế,100.40
2005,5,Thực phẩm,100.80
2005,5,Trong đó: Dịch vụ giáo dục,
2005,5,Trong đó: Dịch vụ y tế,
2005,5,"Văn hóa, giải trí và du lịch",100.20
2005,5,Ăn uống ngoài gia đình,
2005,5,Đồ uống và thuốc lá,100.80
2005,6,Bưu chính viễn thông,
2005,6,Chỉ số giá tiêu dùng,100.40
2005,6,Chỉ số giá vàng,98.50
2005,6,Chỉ số đô la Mỹ,100.00
2005,6,Giao thông,
2005,6,Giáo dục,100.70
2005,6,Hàng hoá và dịch vụ khác,100.30
2005,6,Hàng ăn và dịch vụ ăn uống,100.50
2005,6,Lương thực,99.50
2005,6,"May mặc, mũ nón, giày dép",100.30
2005,6,Nhà ở và vật liệu xây dựng,100.00
2005,6,"Phương tiện đi lại, bưu điện",100.10
2005,6,Thiết bị và đồ dùng gia đình,100.30
2005,6,Thuốc và dịch vụ y tế,100.50
2005,6,Thực phẩm,100.90
2005,6,Trong đó: Dịch vụ giáo dục,
2005,6,Trong đó: Dịch vụ y tế,
2005,6,"Văn hóa, giải trí và du lịch",100.50
2005,6,Ăn uống ngoài gia đình,
2005,6,Đồ uống và thuốc lá,99.80
2005,7,Bưu chính viễn thông,
2005,7,Chỉ số giá tiêu dùng,100.40
2005,7,Chỉ số giá vàng,101.20
2005,7,Chỉ số đô la Mỹ,100.20
2005,7,Giao thông,
2005,7,Giáo dục,100.60
2005,7,Hàng hoá và dịch vụ khác,100.60
2005,7,Hàng ăn và dịch vụ ăn uống,100.00
2005,7,Lương thực,99.40
2005,7,"May mặc, mũ nón, giày dép",100.30
2005,7,Nhà ở và vật liệu xây dựng,101.70
2005,7,"Phương tiện đi lại, bưu điện",102.00
2005,7,Thiết bị và đồ dùng gia đình,100.30
2005,7,Thuốc và dịch vụ y tế,100.40
2005,7,Thực phẩm,100.20
2005,7,Trong đó: Dịch vụ giáo dục,
2005,7,Trong đó: Dịch vụ y tế,
2005,7,"Văn hóa, giải trí và du lịch",100.00
2005,7,Ăn uống ngoài gia đình,
2005,7,Đồ uống và thuốc lá,100.20
2005,8,Bưu chính viễn thông,
2005,8,Chỉ số giá tiêu dùng,100.40
2005,8,Chỉ số giá vàng,100.30
2005,8,Chỉ số đô la Mỹ,100.10
2005,8,Giao thông,
2005,8,Giáo dục,100.60
2005,8,Hàng hoá và dịch vụ khác,100.50
2005,8,Hàng ăn và dịch vụ ăn uống,100.30
2005,8,Lương thực,100.00
2005,8,"May mặc, mũ nón, giày dép",100.60
2005,8,Nhà ở và vật liệu xây dựng,100.60
2005,8,"Phương tiện đi lại, bưu điện",100.90
2005,8,Thiết bị và đồ dùng gia đình,100.50
2005,8,Thuốc và dịch vụ y tế,100.20
2005,8,Thực phẩm,100.40
2005,8,Trong đó: Dịch vụ giáo dục,
2005,8,Trong đó: Dịch vụ y tế,
2005,8,"Văn hóa, giải trí và du lịch",100.10
2005,8,Ăn uống ngoài gia đình,
2005,8,Đồ uống và thuốc lá,100.40
2005,9,Bưu chính viễn thông,
2005,9,Chỉ số giá tiêu dùng,100.80
2005,9,Chỉ số giá vàng,101.60
2005,9,Chỉ số đô la Mỹ,100.00
2005,9,Giao thông,
2005,9,Giáo dục,101.30
2005,9,Hàng hoá và dịch vụ khác,100.40
2005,9,Hàng ăn và dịch vụ ăn uống,100.40
2005,9,Lương thực,100.20
2005,9,"May mặc, mũ nón, giày dép",100.60
2005,9,Nhà ở và vật liệu xây dựng,101.70
2005,9,"Phương tiện đi lại, bưu điện",103.80
2005,9,Thiết bị và đồ dùng gia đình,100.30
2005,9,Thuốc và dịch vụ y tế,100.50
2005,9,Thực phẩm,100.40
2005,9,Trong đó: Dịch vụ giáo dục,
2005,9,Trong đó: Dịch vụ y tế,
2005,9,"Văn hóa, giải trí và du lịch",100.00
2005,9,Ăn uống ngoài gia đình,
2005,9,Đồ uống và thuốc lá,100.00
2005,10,Bưu chính viễn thông,
2005,10,Chỉ số giá tiêu dùng,100.40
2005,10,Chỉ số giá vàng,104.10
2005,10,Chỉ số đô la Mỹ,100.10
2005,10,Giao thông,
2005,10,Giáo dục,100.70
2005,10,Hàng hoá và dịch vụ khác,100.40
2005,10,Hàng ăn và dịch vụ ăn uống,100.40
2005,10,Lương thực,100.60
2005,10,"May mặc, mũ nón, giày dép",100.40
2005,10,Nhà ở và vật liệu xây dựng,101.10
2005,10,"Phương tiện đi lại, bưu điện",100.30
2005,10,Thiết bị và đồ dùng gia đình,100.40
2005,10,Thuốc và dịch vụ y tế,100.40
2005,10,Thực phẩm,100.30
2005,10,Trong đó: Dịch vụ giáo dục,
2005,10,Trong đó: Dịch vụ y tế,
2005,10,"Văn hóa, giải trí và du lịch",100.10
2005,10,Ăn uống ngoài gia đình,
2005,10,Đồ uống và thuốc lá,100.40
2005,11,Bưu chính viễn thông,
2005,11,Chỉ số giá tiêu dùng,100.40
2005,11,Chỉ số giá vàng,100.90
2005,11,Chỉ số đô la Mỹ,100.10
2005,11,Giao thông,
2005,11,Giáo dục,100.20
2005,11,Hàng hoá và dịch vụ khác,100.50
2005,11,Hàng ăn và dịch vụ ăn uống,100.50
2005,11,Lương thực,101.10
2005,11,"May mặc, mũ nón, giày dép",100.50
2005,11,Nhà ở và vật liệu xây dựng,100.70
2005,11,"Phương tiện đi lại, bưu điện",100.20
2005,11,Thiết bị và đồ dùng gia đình,100.30
2005,11,Thuốc và dịch vụ y tế,100.50
2005,11,Thực phẩm,100.10
2005,11,Trong đó: Dịch vụ giáo dục,
2005,11,Trong đó: Dịch vụ y tế,
2005,11,"Văn hóa, giải trí và du lịch",100.30
2005,11,Ăn uống ngoài gia đình,
2005,11,Đồ uống và thuốc lá,100.30
2005,12,Bưu chính viễn thông,
2005,12,Chỉ số giá tiêu dùng,100.80
2005,12,Chỉ số giá vàng,107.50
2005,12,Chỉ số đô la Mỹ,100.10
2005,12,Giao thông,
2005,12,Giáo dục,100.40
2005,12,Hàng hoá và dịch vụ khác,100.70
2005,12,Hàng ăn và dịch vụ ăn uống,101.40
2005,12,Lương thực,101.20
2005,12,"May mặc, mũ nón, giày dép",100.60
2005,12,Nhà ở và vật liệu xây dựng,100.60
2005,12,"Phương tiện đi lại, bưu điện",98.90
2005,12,Thiết bị và đồ dùng gia đình,100.60
2005,12,Thuốc và dịch vụ y tế,100.30
2005,12,Thực phẩm,101.70
2005,12,Trong đó: Dịch vụ giáo dục,
2005,12,Trong đó: Dịch vụ y tế,
2005,12,"Văn hóa, giải trí và du lịch",100.20
2005,12,Ăn uống ngoài gia đình,
2005,12,Đồ uống và thuốc lá,100.50
2006,1,Bưu chính viễn thông,
2006,1,Chỉ số giá tiêu dùng,101.20
2006,1,Chỉ số giá vàng,104.00
2006,1,Chỉ số đô la Mỹ,100.00
2006,1,Giao thông,
2006,1,Giáo dục,100.10
2006,1,Hàng hoá và dịch vụ khác,100.80
2006,1,Hàng ăn và dịch vụ ăn uống,101.70
2006,1,Lương thực,102.10
2006,1,"May mặc, mũ nón, giày dép",100.90
2006,1,Nhà ở và vật liệu xây dựng,100.80
2006,1,"Phương tiện đi lại, bưu điện",100.10
2006,1,Thiết bị và đồ dùng gia đình,100.60
2006,1,Thuốc và dịch vụ y tế,100.50
2006,1,Thực phẩm,101.40
2006,1,Trong đó: Dịch vụ giáo dục,
2006,1,Trong đó: Dịch vụ y tế,
2006,1,"Văn hóa, giải trí và du lịch",100.20
2006,1,Ăn uống ngoài gia đình,
2006,1,Đồ uống và thuốc lá,101.20
2006,2,Bưu chính viễn thông,
2006,2,Chỉ số giá tiêu dùng,102.10
2006,2,Chỉ số giá vàng,105.40
2006,2,Chỉ số đô la Mỹ,100.10
2006,2,Giao thông,
2006,2,Giáo dục,100.10
2006,2,Hàng hoá và dịch vụ khác,101.70
2006,2,Hàng ăn và dịch vụ ăn uống,103.20
2006,2,Lương thực,101.70
2006,2,"May mặc, mũ nón, giày dép",100.80
2006,2,Nhà ở và vật liệu xây dựng,100.70
2006,2,"Phương tiện đi lại, bưu điện",100.80
2006,2,Thiết bị và đồ dùng gia đình,100.60
2006,2,Thuốc và dịch vụ y tế,100.50
2006,2,Thực phẩm,103.70
2006,2,Trong đó: Dịch vụ giáo dục,
2006,2,Trong đó: Dịch vụ y tế,
2006,2,"Văn hóa, giải trí và du lịch",101.90
2006,2,Ăn uống ngoài gia đình,
2006,2,Đồ uống và thuốc lá,101.50
2006,3,Bưu chính viễn thông,
2006,3,Chỉ số giá tiêu dùng,99.50
2006,3,Chỉ số giá vàng,101.80
2006,3,Chỉ số đô la Mỹ,99.90
2006,3,Giao thông,
2006,3,Giáo dục,100.10
2006,3,Hàng hoá và dịch vụ khác,99.60
2006,3,Hàng ăn và dịch vụ ăn uống,99.10
2006,3,Lương thực,100.20
2006,3,"May mặc, mũ nón, giày dép",100.30
2006,3,Nhà ở và vật liệu xây dựng,100.10
2006,3,"Phương tiện đi lại, bưu điện",99.40
2006,3,Thiết bị và đồ dùng gia đình,100.40
2006,3,Thuốc và dịch vụ y tế,100.50
2006,3,Thực phẩm,98.90
2006,3,Trong đó: Dịch vụ giáo dục,
2006,3,Trong đó: Dịch vụ y tế,
2006,3,"Văn hóa, giải trí và du lịch",99.30
2006,3,Ăn uống ngoài gia đình,
2006,3,Đồ uống và thuốc lá,99.50
2006,4,Bưu chính viễn thông,
2006,4,Chỉ số giá tiêu dùng,100.20
2006,4,Chỉ số giá vàng,104.80
2006,4,Chỉ số đô la Mỹ,100.10
2006,4,Giao thông,
2006,4,Giáo dục,100.10
2006,4,Hàng hoá và dịch vụ khác,100.20
2006,4,Hàng ăn và dịch vụ ăn uống,100.20
2006,4,Lương thực,100.30
2006,4,"May mặc, mũ nón, giày dép",100.20
2006,4,Nhà ở và vật liệu xây dựng,99.70
2006,4,"Phương tiện đi lại, bưu điện",100.10
2006,4,Thiết bị và đồ dùng gia đình,100.40
2006,4,Thuốc và dịch vụ y tế,100.10
2006,4,Thực phẩm,100.20
2006,4,Trong đó: Dịch vụ giáo dục,
2006,4,Trong đó: Dịch vụ y tế,
2006,4,"Văn hóa, giải trí và du lịch",99.80
2006,4,Ăn uống ngoài gia đình,
2006,4,Đồ uống và thuốc lá,100.10
2006,5,Bưu chính viễn thông,
2006,5,Chỉ số giá tiêu dùng,100.60
2006,5,Chỉ số giá vàng,117.60
2006,5,Chỉ số đô la Mỹ,100.80
2006,5,Giao thông,
2006,5,Giáo dục,100.30
2006,5,Hàng hoá và dịch vụ khác,101.00
2006,5,Hàng ăn và dịch vụ ăn uống,100.20
2006,5,Lương thực,100.30
2006,5,"May mặc, mũ nón, giày dép",100.40
2006,5,Nhà ở và vật liệu xây dựng,100.90
2006,5,"Phương tiện đi lại, bưu điện",102.90
2006,5,Thiết bị và đồ dùng gia đình,100.50
2006,5,Thuốc và dịch vụ y tế,100.40
2006,5,Thực phẩm,100.10
2006,5,Trong đó: Dịch vụ giáo dục,
2006,5,Trong đó: Dịch vụ y tế,
2006,5,"Văn hóa, giải trí và du lịch",100.90
2006,5,Ăn uống ngoài gia đình,
2006,5,Đồ uống và thuốc lá,100.40
2006,6,Bưu chính viễn thông,
2006,6,Chỉ số giá tiêu dùng,100.40
2006,6,Chỉ số giá vàng,94.40
2006,6,Chỉ số đô la Mỹ,99.70
2006,6,Giao thông,
2006,6,Giáo dục,99.80
2006,6,Hàng hoá và dịch vụ khác,99.70
2006,6,Hàng ăn và dịch vụ ăn uống,100.40
2006,6,Lương thực,100.20
2006,6,"May mặc, mũ nón, giày dép",100.40
2006,6,Nhà ở và vật liệu xây dựng,101.00
2006,6,"Phương tiện đi lại, bưu điện",100.10
2006,6,Thiết bị và đồ dùng gia đình,100.70
2006,6,Thuốc và dịch vụ y tế,100.50
2006,6,Thực phẩm,100.40
2006,6,Trong đó: Dịch vụ giáo dục,
2006,6,Trong đó: Dịch vụ y tế,
2006,6,"Văn hóa, giải trí và du lịch",100.00
2006,6,Ăn uống ngoài gia đình,
2006,6,Đồ uống và thuốc lá,100.30
2006,7,Bưu chính viễn thông,
2006,7,Chỉ số giá tiêu dùng,100.40
2006,7,Chỉ số giá vàng,96.90
2006,7,Chỉ số đô la Mỹ,99.80
2006,7,Giao thông,
2006,7,Giáo dục,100.30
2006,7,Hàng hoá và dịch vụ khác,100.50
2006,7,Hàng ăn và dịch vụ ăn uống,100.40
2006,7,Lương thực,100.40
2006,7,"May mặc, mũ nón, giày dép",100.30
2006,7,Nhà ở và vật liệu xây dựng,100.80
2006,7,"Phương tiện đi lại, bưu điện",100.20
2006,7,Thiết bị và đồ dùng gia đình,100.30
